Status,website,regions,category,collection,title,Retail Price,Min Price,Promo Price,details.size,sqft/box,boxes per pallet,Country of Origin,Wood Species / Type,Profile / Joint Type,details.species,details.profile,Plank Thickness,Plank Width,Brand Name,details.wear layer,Stock,details.shade,details.color variation,details.temperature,details.relative humidity,details.edge,details.installation,details.step size (mm),details.riser size (mm),details.side return size (mm),description,image1,image2,image3,image4,image5,url,accessories,documents.specification sheet,documents.installation sheet,documents.care & maintenance,documents.do's & don'ts,documents.warranty,details.no. of sets / box,details.no. of sets / pallet,details.iic,details.stc,details.high noise reduction ratings,details.thickness,details.roll size,documents.maintenance,documents.technical data,documents.environmental credentials,details.sound transmission test,details.impact insulation test,details.model,details.color name,details.ac rating,details.core,details.surfaces,details.anti abrasion,details.packaging,details.joint system,details.warranty,details.radiant heat application,details.certificates,documents.maintenance and care guideline,documents.installation,documents.test report of formaldehyde,documents.formaldehyde emissionstexting introduction,documents.carb ii certification 2024,documents.floor score certification 2024,documents.floor score 2024 renewal certification assessment,documents.fsc certification,details.finish,details.grade,details.texture,details.boxes per pallet,details.lock system,details.width,details.weight per box (lbs),details.sqft per box,details.wear layer thickness (mils),details.sound conduction,image0,tags,details.material,details.stair tread available
1,jacobflooring.com,,"8mm Series,Flooring",Canaan Original,Wasaga Wilderness,2.99,2.79,,"60"" x 7"" x 8mm",17.72,50,China,SPC,Click,,,8mm,"7""",Jacob,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Wasaga-Wildness-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/wasaga-wilderness/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Wasaga-Wildness11-800x1316.jpg,,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Algonquin Autumn INT,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Algonquin-Autumn-INT.jpg-800x1067.jpg,,,,,https://jacobflooring.com/product/algonquin-autumn/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Algonquin-Autumn11-800x1091.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Bluemountain Cabin,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Bluemountain-Cabin-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/bluemountain-cabin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Bluemountain-Cabin11-800x1012.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Bronte Hill,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Bronte-Hill-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/bronte-hill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Bronte-Hill11-1-800x1094.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Niagara Twilight,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Niagara-Twilight-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/niagara-twilight/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Niagara-Twilight11-800x1305.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Sandlake Stone,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Sandlake-Stone-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/sandlake-stone/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Sandlake-Stone-1-800x1096.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Saugeen Lyric,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Saugeen-Lyric-INT.jpg1_-800x600.jpg,,,,,https://jacobflooring.com/product/saugeen-lyric/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Saugeen-Lyric11-800x1103.jpg,Stair Tread Available,,
1,jacobflooring.com,,"8mm Series,Flooring,Stair Tread Available",,Simcoe Mist,,,,,,,,,,,,,,,,,,,,,,,,,,"60″(L) x 7″(W) x 8mm (Thickness). Wear Layer: 20ml, Antique Wood Texture with UV Coating. Lock System, UNL. SqFt per Box, 17.72. Piece per box, 6pcs. Weight, 51lb/box. Boxes Per Pallet, 50",jacobflooring.com/wp-content/uploads/2023/10/Simcoe-Mist-INT.jpg-800x600.jpg,,,,,https://jacobflooring.com/product/simcoe-mist/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,UNL,"7""",51,17.72,20,,jacobflooring.com/wp-content/uploads/2023/10/Simcoe-Mist1-800x1502.jpg,Stair Tread Available,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"36"" Oak Square Edge Tread (Standard)",29,29,,,,,,Red Oak,,,,,,,,,,,,,,,,,,Colour coordinating laminate moldings to finish your project. T-Moulding: Adjoin two floors of identical height. An attractive solution for transitioning between floor surfaces in adjoining rooms where floors are approximately the same thickness.Reducer: Allow for smooth transitions between floors with different heights.Stair Nose: Stair nosings add a professional and finished look to stairways.,floorsatwork.com/uploads/products/36-oak-square-edge-tread.jpg,,,,,https://floorsatwork.com/oak-square-edge-tread-7-8-x-10-5-x-36.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"42"" Oak Square Edge (Left Side Finished)",37,37,,,,,,Red Oak,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/42-oak-square-edge-left-side-finished.jpg,,,,,https://floorsatwork.com/42-oak-square-edge-left-side-finished.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"42"" Oak Square Edge (Right Side Finished)",37,37,,,,,,Red Oak,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/42-oak-square-edge-right-side-finished.jpg,,,,,https://floorsatwork.com/42-oak-square-edge-right-side-finished.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"42"" Oak Square Edge Tread (Standard)",36,36,,,,,,Red Oak,,,,,,,,,,,,,,,,,,Colour coordinating laminate moldings to finish your project. T-Moulding: Adjoin two floors of identical height. An attractive solution for transitioning between floor surfaces in adjoining rooms where floors are approximately the same thickness.Reducer: Allow for smooth transitions between floors with different heights.Stair Nose: Stair nosings add a professional and finished look to stairways.,floorsatwork.com/uploads/products/42-oak-square-edge-tread.jpg,,,,,https://floorsatwork.com/oak.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"48"" Oak Square Edge (Left Side Finished)",56,56,,,,,,Red Oak,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/48-oak-square-edge-left-side-finished.jpg,,,,,https://floorsatwork.com/48-oak-square-edge-left-side-finished.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"48"" Oak Square Edge (Right Side Finished)",56,56,,,,,,Red Oak,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/48-oak-square-edge-right-side-finished.jpg,,,,,https://floorsatwork.com/48-oak-square-edge-right-side-finished.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Oak Hardwood Unfinished Steps & Risers,"48"" Oak Square Edge Tread (Standard)",54,54,,,,,,Red Oak,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/48-oak-square-edge-tread.jpg,,,,,https://floorsatwork.com/48-oak-square-edge-tread.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,NAF Baseboards,MDF Primed Baseboard,"5"" Bevel Step Baseboard",1.19,0.99,,,,,China,,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/5-bevel-step-baseboard.jpg,floorsatwork.com/uploads/products/5-bevel-step-baseboard986383.jpg,,,,https://floorsatwork.com/5-bevel-step-baseboard.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,NAF Baseboards,MDF Primed Baseboard,"5"" Colonial Baseboard",1.19,0.99,,,,,China,,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/5-colonial-baseboard.jpg,floorsatwork.com/uploads/products/5-colonial-baseboard972863.jpg,,,,https://floorsatwork.com/5-colonial-baseboard.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,jacobflooring.com,,Acoustic Panelling,,Acoustic Panelling – Black – 2′ x 10′,139.99,129.99,,,,,China,Oak,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/acoustic-panelling-black-2-x-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/CATAPLTA-WOOD-2-800x600.jpg,,,
1,jacobflooring.com,,Acoustic Panelling,,Acoustic Panelling – Ebony – 2′ x 10′,139.99,129.99,,,,,China,Oak,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/acoustic-panelling-ebony-2-x-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/EBONY-1-800x600.jpg,,,
1,jacobflooring.com,,Acoustic Panelling,,Acoustic Panelling – Natural – 2′ x 10′,139.99,129.99,,,,,China,Oak,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/acoustic-panelling-natural-2-x-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/BLACK-1-800x450.jpg,,,
1,jacobflooring.com,,Acoustic Panelling,,Acoustic Panelling – White Oak – 2′ x 10′,139.99,129.99,,,,,China,Oak,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/acoustic-panelling-white-oak-2-x-10/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/WHITE-OAK-1-800x450.jpg,,,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,Amazon / Lighthouse,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/amazon-lighthouse.jpg,,,,,https://floorsatwork.com/amazon-lighthouse.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,American Walnut,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/american-walnut.jpg,,,,,https://floorsatwork.com/american-walnut-400.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,Bay,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/bay-queen.jpg,,,,,https://floorsatwork.com/bay-queen.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,jacobflooring.com,,"Metal Spindles,Railings and Spindles",,BB1 Flat Shoe,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/bb1-flat-shoe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/BB1-Flat-Shoe-800x800.jpg,,,
1,jacobflooring.com,,"Metal Spindles,Railings and Spindles",,BB2 45° Shoe,2.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/bb2-45-shoe/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/BB2-45-degree-Shoe-800x800.jpg,,,
1,floorsatwork.com,,NAF Baseboards,MDF Primed Shoe Base,Bevel shoe Base,0.49,0.39,,,,,China,,,,,,,,,,,,,,,,,,,,floorsatwork.com/uploads/products/bevel-shoe-base.jpg,floorsatwork.com/uploads/products/bevel-shoe-base235514.jpg,,,,https://floorsatwork.com/8-base-shoe.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,Bloor,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/bloor.jpg,,,,,https://floorsatwork.com/bloor-405.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,jacobflooring.com,,"Metal Spindles,Railings and Spindles",,BT1 Flat Top,3.3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/bt1-flat-top/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/BT1-Flat-Top-800x800.jpg,,,
1,jacobflooring.com,,"Metal Spindles,Railings and Spindles",,BT2 Swivel Top,4.2,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/bt2-swivel-top/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/BT2-Swivel-Top-2-800x800.jpg,,,
1,jacobflooring.com,,"Baseboards & Casings,Casing",,Casing with Backband – 1″ x 3″ x 85″,1.49,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/casing-with-backband-1-x-3-x-85/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/Casing-w.Backband-1inx3inx85in-800x533.jpg,,Pine,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,Chaplin,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/chaplin-grand-canyon.jpg,,,,,https://floorsatwork.com/chaplin-grand-canyon.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,floorsatwork.com,,Accessories,NAF Aquaplus Steps & Risers,Collingwood,69.99,64.99,,,,,,,,,,,,,,,,,,,,,1150/1200(L) X 320(W),1200(L) X 200(W),350(L),,floorsatwork.com/uploads/products/collingwood172427.jpg,,,,,https://floorsatwork.com/collingwood-416.html,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers.pdf,,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers724300.pdf,floorsatwork.com/uploads/categories/naf-aquaplus-steps-risers361045.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,jacobflooring.com,,"Baseboards,Baseboards & Casings",,Colonial Base Board – 1/2″ x 4″ x 10′,1.15,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/base-board-0-5-x-4-x-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/Base-Board-0.5inx4inx8ft-800x450.jpg,,Pine,
1,jacobflooring.com,,"Baseboards,Baseboards & Casings",,Colonial Base Board – 1/2″ x 5-1/4″ x 10′,1.29,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://jacobflooring.com/product/base-board-0-5-x-5-1-4-x-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jacobflooring.com/wp-content/uploads/2024/01/Base-Board-0.5inx51I4inx8ft-800x450.jpg,,Pine,
